Date,Open,High,Low,Close,SharesTraded,Turnover
2025-07-15,26806.25,26924.85,26771.3,26901.2,77162914,12936.4
2025-07-16,26946.25,26961.1,26826.75,26857.65,70410596,11656.09
2025-07-17,26874.8,26900.8,26764.95,26788.35,81509995,13678.2
2025-07-18,26818.7,26828.35,26558.45,26607.3,70510796,11453.49
2025-07-21,26630.35,26738.85,26550.3,26722.05,66041487,12013.91
2025-07-22,26750.5,26776.4,26578.05,26642.6,70990464,11889.89
2025-07-23,26708.4,26775.05,26615.45,26762.25,75115275,11767.6
2025-07-24,26796.1,26801.2,26579.45,26597.8,74490977,12302.23
2025-07-25,26527.2,26554.45,26412.45,26465.55,83052194,12721.77
2025-07-28,26387.45,26517.4,26265.7,26298.8,84269323,13424.26
2025-07-29,26244.2,26456,26228.85,26428.35,80743332,13957.81
2025-07-30,26454.95,26479.25,26372.95,26464.9,63534966,10768.14
2025-07-31,26244.35,26573.15,26237.6,26423.8,90191742,13588.57
2025-08-01,26381.65,26387.8,26023.35,26055.2,75111158,11922.34
2025-08-04,26094.4,26276.1,26023.5,26261.85,69805865,10660.24
2025-08-05,26285.85,26291.55,26117.95,26186,79541117,13547.75
2025-08-06,26180.25,26194.8,25893.15,25929.35,69248828,12052.89
2025-08-07,25812.5,26071.2,25802.35,26037.4,85423374,14815.71
2025-08-08,25996.85,26049.75,25793.05,25823.8,153753125,27400.6
2025-08-11,25850.15,26053.05,25777.8,26030.95,58804960,9843.21
2025-08-12,26032.15,26090.5,25914.95,25934,71910850,11030.56
2025-08-13,26021.65,26180.8,26016.05,26153.85,76767338,13222.16
2025-08-14,26189.65,26256.3,26140.5,26169.6,73915414,12198.19
2025-08-18,26500.6,26671.55,26429.25,26480.15,113994632,16922.38
2025-08-19,26498.45,26554.1,26414.55,26527.8,69031949,10683.38
2025-08-20,26523.5,26630.95,26477.4,26607.65,83714202,13277.55
2025-08-21,26689.45,26755.85,26610.2,26688.05,70736362,11050.35
2025-08-22,26683.45,26707.1,26496.95,26506.6,64352815,10526.6
2025-08-25,26592.9,26658,26546.65,26593.3,67238140,11078
2025-08-26,26544.75,26552.8,26326.95,26362.5,107712759,16758
2025-08-28,26334.95,26335.45,26084.3,26105.6,102453730,14245.88
2025-08-29,26078.85,26239.2,26064.75,26119.4,94893304,12433.23
2025-09-01,26144.2,26342.45,26144.2,26330.85,75459307,10018.8
2025-09-02,26353.65,26407.5,26243.75,26293.15,78210368,10026.07
2025-09-03,26320.1,26398.95,26236.75,26383.4,75825490,10303.44
2025-09-04,26773.75,26773.75,26416.1,26438.95,121061113,15045.48
2025-09-05,26534.15,26553,26265.1,26363.6,70248697,9168.5
2025-09-08,26409,26473.4,26300.6,26365.2,59362560,8630.11
2025-09-09,26433.95,26557.25,26427.15,26534.7,75441351,10957.1
2025-09-10,26624.15,26701.75,26604.6,26687,83105117,12268.36
2025-09-11,26670.65,26759.55,26603.45,26713.7,70654208,10019.15
2025-09-12,26777.2,26838.75,26719.6,26799,78765202,11049.1
2025-09-15,26814.9,26828.15,26698.05,26759.6,66284856,9250.57
2025-09-16,26788.2,26927.6,26786.7,26909.9,77575949,11312.05
2025-09-17,26950.8,26983.25,26845.25,26886.45,81556154,11641.51
2025-09-18,26980.05,27011.25,26896.4,26995.2,92475791,12605.48
2025-09-19,27010.8,27028.65,26864.55,26928.3,130001199,18860.62
2025-09-22,26816.1,26931.95,26732.95,26795.1,82926661,13076.79
2025-09-23,26815.5,26860.15,26620.5,26642.5,99749450,14013
2025-09-24,26597.2,26651.35,26505.15,26528.45,73899787,10089.6
2025-09-25,26512.7,26571.45,26285.9,26307.2,137150687,17917.24
2025-09-26,26179.85,26251.45,25966.1,25982.2,101609497,14059.9
2025-09-29,26040.35,26098.85,25886.9,25986.75,130421910,17537.44
2025-09-30,26019.85,26097.2,25897.95,25952.95,110526696,15177.88
2025-10-01,25959.55,26196.45,25923.05,26166.35,113229680,14916.88
2025-10-03,26116.5,26234.35,26056.9,26219,110609449,14671.37
2025-10-06,26233,26415.6,26197.15,26403.25,89304969,11837.54
2025-10-07,26430.55,26505.7,26405.25,26434.1,95944408,13028.08
2025-10-08,26421.45,26510.05,26351.5,26376.95,69491426,10103.28
2025-10-09,26424.9,26578.95,26365.95,26562.35,82536866,11186.14
2025-10-10,26575.55,26708.85,26512.65,26624.85,74657979,11649.25
2025-10-13,26526.95,26620.15,26525.3,26592.8,72961874,10260.63
2025-10-14,26658.8,26686.65,26433.15,26477.5,87851249,12018.02
2025-10-15,26551.2,26817.65,26529.3,26798,102027400,14011.43
2025-10-16,26822.3,27004.6,26767.7,26965.15,115905865,14625.78
2025-10-17,26938.6,27154,26885.5,27076.3,120331435,16490.19
2025-10-20,27193.65,27250.25,27128.1,27156.9,102901914,14902.34
2025-10-21,27255.5,27268.1,27129.25,27177.85,13250154,1793.49
2025-10-23,27334.2,27411.65,27137.4,27167.55,164961917,22317.99
2025-10-24,27216.1,27233.2,26976.85,27063.7,81828871,11003.99
2025-10-27,27103.9,27167.3,27064,27112.1,85953051,12334.47
2025-10-28,27116.65,27176.7,26925.55,27047,139034969,19505.53
2025-10-29,27093.9,27195.95,27041.75,27169.6,83530185,12378.14
2025-10-30,27088.95,27116.8,26901.95,26962.25,86274493,11954.81
2025-10-31,27002.9,27071.45,26769.75,26793.4,109870163,14629.5
2025-11-03,26772.85,26911.55,26737.8,26875.3,69632335,10077.11
2025-11-04,26890.75,26918.75,26805.5,26829.95,97236239,15094.24
2025-11-06,26840.9,26880.75,26630,26653.8,108309877,16416.01
